ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.030779269504432,0.018902699825199997,0.0152372211568,0.031909941702592,0.0060003322432,0.015464238384688,0.0114116409772,0.010789753895728001,0.004773999482800001
