ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.0575196947008,0.06148956169412801,0.096468588132352,0.093967056770992,0.093967056770992,0.100965947466688,0.1043937414412,0.10426497304004799,0.10604854973636801,0.105782401120048,0.106407945503152
