l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
0.0,0.0,1.0,3.0,0.0
0.0,3.0,1.0,17.0,0.0
0.0,17.0,1.0,20.0,0.0
1.0,0.0,3.0,4.0,1.0
1.0,10.0,2.0,20.0,2.0
2.0,11.0,3.0,20.0,3.0
3.0,13.0,4.0,20.0,4.0
4.0,14.0,5.0,20.0,5.0
5.0,15.0,6.0,20.0,6.0
4.0,0.0,5.0,1.0,7.0
3.0,0.0,4.0,2.0,8.0
3.0,0.0,4.0,2.0,9.0
