ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.020347556888752,0.102498247678912,0.11332111089299199,0.106536549642928,0.11895326682999999,0.11702776178795199,0.113650741148848,0.11702776178795199,0.11895326682999999,0.11861838992204801,0.11852997655479999,0.112406605418032,0.114209779314688,0.11791768072120001
