ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.11421352724920002,0.005043257147392,0.007847053058608,0.014703025149952,0.014703025149952,0.0037340066032,0.005145373210048,0.004996302073792,0.003739886587312,0.003804586998208,0.003818522646448,0.0037736251550080004
