ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26
0.10305363122411199,0.07231818953651199,0.121095087877168,0.10305363122411199,0.11403420927999999,0.108274668480448,0.12445256365388802,0.11547845488196799,0.113755522353712,0.113755522353712,0.121095087877168,0.12277006182519999,0.11271026989931199,0.125018507367088,0.118394959962112,0.121126234881472,0.12296667929732799,0.12495386106879998,0.125077086019888,0.117026141958592,0.1238533790092,0.119148265537792,0.1194368939692,0.12511190623379198,0.12365956563524799,0.121042636109872,0.12378564228140801
