l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,14.0,3.0,19.0,15.0,15.0
3.0,14.0,6.0,18.0,15.0,15.0
7.0,15.0,8.0,17.0,15.0,15.0
6.0,14.0,7.0,17.0,15.0,15.0
6.0,14.0,7.0,17.0,15.0,15.0
