ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26
0.116699635277872,0.11755948537988802,0.06962497439891199,0.113928804883888,0.129719799434032,0.1050722087488,0.129008882788288,0.11877357559955201,0.129008882788288,0.1250533218112,0.13118291923076802,0.128902170156208,0.128435463779632,0.12352307958520001,0.12408973379987201,0.12426227946692799,0.13143709424939198,0.11881591123148799,0.119675699173312,0.119675699173312,0.131431468998832,0.12817167370028798,0.13143709424939198,0.129719799434032,0.128904404652592,0.129852516571072,0.130964312589568
