ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.029649922291888,0.085164641548288,0.012315322483648,0.021243292407807996,0.010200047884287999,0.0067542134271999996,0.006003805310512,0.0042131606668,0.0062278808128,0.010049710375167999
