ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.10577614150571199,0.06592894179755199,0.099661633052848,0.087420043894192,0.11549565403,0.12896753488691198,0.118034636053552,0.1284711711532,0.10577614150571199,0.127216846572208
