l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
8.0,3.0,9.0,4.0,0.0
7.0,14.0,9.0,15.0,1.0
3.0,7.0,4.0,12.0,2.0
4.0,6.0,5.0,12.0,3.0
5.0,6.0,6.0,13.0,4.0
6.0,5.0,7.0,14.0,5.0
7.0,4.0,10.0,14.0,6.0
