l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,20.0
1.0,2.0,2.0,12.0,3.0,3.0,5.0,5.0
2.0,3.0,4.0,6.0,3.0,3.0,6.0,3.0
4.0,4.0,7.0,6.0,3.0,3.0,7.0,3.0
2.0,5.0,6.0,6.0,4.0,4.0,10.0,1.0
1.0,6.0,2.0,14.0,6.0,6.0,14.0,5.0
-0.0,9.0,1.0,16.0,7.0,7.0,16.0,1.0
-0.0,8.0,1.0,9.0,10.0,10.0,24.0,1.0
-0.0,3.0,1.0,7.0,15.0,15.0,26.0,1.0
6.0,5.0,7.0,6.0,16.0,16.0,34.0,1.0
2.0,3.0,3.0,5.0,17.0,17.0,35.0,0.0
3.0,4.0,6.0,5.0,17.0,17.0,36.0,0.0
-0.0,9.0,1.0,10.0,17.0,17.0,38.0,0.0
-0.0,7.0,1.0,8.0,17.0,17.0,39.0,0.0
1.0,7.0,2.0,12.0,18.0,18.0,42.0,0.0
