ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.039805856051199996,0.116981329763248,0.129520534933168,0.12441505022771199,0.130153970194432,0.11392559512388799,0.13118572993580802,0.1262213101168,0.1302638555968,0.130916562476848,0.130498874996272,0.116981329763248
