ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29
0.110600045440432,0.0992512563568,0.088240022017072,0.10560040147859201,0.1274988545008,0.11447116529459198,0.131368472095408,0.131939777480128,0.125017954784512,0.1326632036812,0.127407608700352,0.13365903432068799,0.135835736325568,0.135835736325568,0.131939777480128,0.13168581663083198,0.1337711057548,0.129217370589232,0.135858506826688,0.13372015999479997,0.131368472095408,0.1356980042752,0.13488119137988802,0.131278495319728,0.127635766772992,0.127635766772992,0.13119191356292798,0.135608107346368,0.133838478115072,0.133988552961712
