ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.050065374536367994,0.103155516740032,0.073494432010672,0.075213240791488,0.10165031463659199,0.0974106941452,0.09149279291180801,0.104447237483968,0.10068154554803199,0.097636146674992,0.101534517716992,0.10025082827699201,0.10025082827699201,0.10183362044920001,0.09521138139539201,0.10455997273720001,0.099894921879472,0.103155516740032,0.103713636320512,0.103875875824048
