l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,21.0
7.0,6.0,8.0,12.0,0.0,0.0,1.0,4.0
4.0,12.0,8.0,13.0,1.0,1.0,3.0,15.0
4.0,12.0,8.0,13.0,1.0,1.0,4.0,0.0
4.0,13.0,8.0,14.0,2.0,2.0,5.0,7.0
7.0,8.0,8.0,12.0,2.0,2.0,6.0,14.0
4.0,12.0,5.0,13.0,4.0,4.0,8.0,0.0
7.0,7.0,8.0,8.0,7.0,7.0,13.0,10.0
7.0,8.0,8.0,11.0,10.0,10.0,14.0,0.0
7.0,5.0,8.0,7.0,10.0,10.0,15.0,3.0
3.0,0.0,8.0,5.0,11.0,11.0,18.0,0.0
3.0,0.0,8.0,5.0,11.0,11.0,19.0,0.0
8.0,4.0,9.0,15.0,13.0,13.0,20.0,1.0
9.0,6.0,10.0,13.0,13.0,13.0,21.0,0.0
7.0,13.0,8.0,14.0,13.0,13.0,22.0,0.0
5.0,14.0,8.0,15.0,14.0,14.0,23.0,2.0
7.0,6.0,8.0,7.0,20.0,20.0,25.0,1.0
