l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,17.0
7.0,5.0,8.0,12.0,0.0,0.0,1.0,2.0
7.0,7.0,8.0,13.0,1.0,1.0,2.0,1.0
1.0,12.0,7.0,13.0,1.0,1.0,3.0,11.0
7.0,13.0,8.0,14.0,2.0,2.0,6.0,4.0
7.0,13.0,8.0,14.0,2.0,2.0,7.0,0.0
1.0,12.0,4.0,13.0,4.0,4.0,9.0,2.0
7.0,6.0,8.0,12.0,5.0,5.0,10.0,0.0
7.0,8.0,8.0,9.0,6.0,6.0,14.0,8.0
7.0,9.0,8.0,13.0,7.0,7.0,16.0,10.0
7.0,7.0,8.0,8.0,9.0,9.0,20.0,6.0
7.0,6.0,8.0,7.0,11.0,11.0,21.0,5.0
8.0,8.0,9.0,11.0,14.0,14.0,23.0,1.0
8.0,11.0,9.0,13.0,15.0,15.0,24.0,0.0
8.0,7.0,9.0,8.0,15.0,15.0,25.0,0.0
