l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
1.0,0.0,2.0,1.0,0.0
3.0,2.0,4.0,10.0,1.0
4.0,2.0,5.0,9.0,2.0
5.0,3.0,6.0,9.0,3.0
6.0,3.0,7.0,8.0,4.0
1.0,10.0,3.0,11.0,5.0
-0.0,1.0,1.0,10.0,6.0
1.0,1.0,3.0,10.0,7.0
1.0,1.0,3.0,10.0,8.0
