ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.014827389018928,0.1171039025392,0.127093989542848,0.127093989542848,0.1282285423168,0.128238021293488,0.12194964063275199,0.125492388286912,0.128238021293488,0.12812986427588802,0.127801689883072
