l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
1.0,0.0,2.0,9.0,0.0
2.0,1.0,4.0,9.0,1.0
4.0,1.0,5.0,8.0,2.0
5.0,2.0,7.0,8.0,3.0
7.0,2.0,8.0,4.0,4.0
7.0,6.0,8.0,7.0,5.0
