l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,2.0,13.0,0.0,0.0,0.0,8.0
2.0,4.0,3.0,12.0,0.0,0.0,1.0,10.0
3.0,5.0,6.0,12.0,0.0,0.0,2.0,28.0
6.0,5.0,7.0,11.0,0.0,0.0,3.0,1.0
7.0,6.0,8.0,11.0,0.0,0.0,4.0,17.0
6.0,7.0,7.0,13.0,1.0,1.0,5.0,2.0
7.0,5.0,8.0,6.0,2.0,2.0,8.0,9.0
6.0,6.0,7.0,7.0,3.0,3.0,10.0,15.0
3.0,1.0,5.0,5.0,5.0,5.0,16.0,3.0
5.0,2.0,6.0,5.0,5.0,5.0,17.0,3.0
6.0,2.0,7.0,6.0,5.0,5.0,18.0,3.0
6.0,7.0,7.0,8.0,5.0,5.0,21.0,18.0
7.0,3.0,8.0,5.0,6.0,6.0,22.0,3.0
6.0,8.0,7.0,9.0,6.0,6.0,23.0,19.0
6.0,9.0,7.0,11.0,7.0,7.0,24.0,19.0
6.0,5.0,7.0,6.0,7.0,7.0,25.0,6.0
2.0,4.0,3.0,6.0,11.0,11.0,34.0,6.0
1.0,6.0,2.0,13.0,12.0,12.0,35.0,11.0
2.0,6.0,3.0,12.0,12.0,12.0,36.0,16.0
2.0,6.0,3.0,12.0,12.0,12.0,37.0,0.0
3.0,4.0,6.0,5.0,16.0,16.0,44.0,1.0
7.0,9.0,8.0,11.0,19.0,19.0,47.0,4.0
1.0,5.0,2.0,6.0,20.0,20.0,48.0,4.0
2.0,5.0,3.0,6.0,21.0,21.0,50.0,3.0
7.0,7.0,8.0,9.0,22.0,22.0,51.0,5.0
7.0,6.0,8.0,7.0,27.0,27.0,57.0,0.0
6.0,4.0,7.0,5.0,27.0,27.0,58.0,0.0
