ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26
0.5555555555555556,0.875,0.8095238095238095,0.8333333333333334,0.8,0.5,1.0,1.0,0.25,0.33333333333333337,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5714285714285714,0.8333333333333334,0.8333333333333334,1.0,0.5,1.0,1.0,1.0,1.0,1.0
