ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23
0.026973395715328,0.036645522993088,0.04721578589060801,0.028770543962800002,0.0074650221808,0.007256434662448,0.015607384988847998,0.006201626679088,0.0038358672298719997,0.035681209018288,0.005000370744112,0.004125239001088,0.003698733248512,0.0050185250522079995,0.004163443802799999,0.007095375351808,0.003727508036272,0.004393881014272,0.008965230966448001,0.004747140171952,0.006166841215408,0.0037562902967679997,0.004501331451952,0.005113726207792
