ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23
0.12103389492279998,0.004455535648192,0.017977775976448,0.021833425012911998,0.004198864802992,0.004198864802992,0.01246772608,0.0062452814092,0.004853678027199999,0.0062715454391680005,0.00716328043,0.008389375,0.008758213985968,0.008758213985968,0.006473629111552,0.0037247230527999997,0.003821619694768,0.025068661719999996,0.058592698024192,0.058592698024192,0.015840152483632,0.019924804107952,0.013325608019968,0.005010699563008
