ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.8571428571428572,0.75,0.25,0.33333333333333337,0.5,1.0,1.0,0.5,1.0,1.0,1.0
