ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.029682167008048,0.12254831364587201,0.12254831364587201,0.11831094054059202,0.11136191398547199,0.127020073298992,0.11894620768460801,0.13284950584119998,0.1292922990412,0.131363972731312,0.1261520093068,0.11478799633796799,0.13162390161899198,0.1321245866608
