l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,6.0,13.0,0.0,0.0,0.0,26.0
6.0,7.0,8.0,13.0,0.0,0.0,2.0,25.0
6.0,4.0,9.0,11.0,1.0,1.0,4.0,0.0
6.0,4.0,9.0,11.0,1.0,1.0,5.0,0.0
6.0,13.0,8.0,14.0,2.0,2.0,8.0,2.0
2.0,13.0,6.0,15.0,3.0,3.0,10.0,0.0
6.0,14.0,8.0,15.0,3.0,3.0,12.0,3.0
2.0,13.0,4.0,14.0,5.0,5.0,14.0,12.0
2.0,14.0,3.0,15.0,10.0,10.0,19.0,1.0
4.0,13.0,5.0,14.0,10.0,10.0,20.0,10.0
7.0,13.0,8.0,14.0,11.0,11.0,22.0,8.0
5.0,13.0,7.0,14.0,15.0,15.0,24.0,8.0
5.0,14.0,6.0,15.0,19.0,19.0,28.0,2.0
3.0,14.0,5.0,15.0,20.0,20.0,29.0,1.0
5.0,13.0,6.0,14.0,21.0,21.0,30.0,0.0
