l_l_m,l_l_n,u_r_m,u_r_n,n,u
4.0,17.0,8.0,20.0,23.0,23.0
1.0,18.0,4.0,20.0,23.0,23.0
1.0,0.0,5.0,1.0,23.0,23.0
5.0,0.0,8.0,3.0,23.0,23.0
5.0,0.0,8.0,3.0,23.0,23.0
