l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
7.0,13.0,9.0,20.0,2.0,2.0,2.0,4.0
2.0,19.0,3.0,20.0,2.0,2.0,3.0,4.0
3.0,15.0,5.0,20.0,2.0,2.0,5.0,4.0
5.0,14.0,7.0,20.0,2.0,2.0,6.0,4.0
3.0,0.0,6.0,1.0,2.0,2.0,7.0,4.0
6.0,0.0,9.0,2.0,2.0,2.0,8.0,4.0
1.0,4.0,3.0,5.0,6.0,6.0,19.0,5.0
2.0,0.0,3.0,4.0,8.0,8.0,20.0,3.0
3.0,1.0,6.0,5.0,8.0,8.0,21.0,3.0
6.0,2.0,9.0,5.0,8.0,8.0,22.0,1.0
3.0,4.0,5.0,5.0,10.0,10.0,24.0,3.0
1.0,3.0,3.0,4.0,10.0,10.0,25.0,0.0
5.0,4.0,7.0,5.0,11.0,11.0,26.0,1.0
7.0,4.0,8.0,6.0,11.0,11.0,27.0,2.0
7.0,4.0,8.0,6.0,11.0,11.0,28.0,0.0
6.0,2.0,8.0,3.0,27.0,27.0,39.0,0.0
