ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.074504323874752,0.031541676220672006,0.074410947477952,0.1103729440768,0.111327944509888,0.07785103874963199,0.07785103874963199,0.10982780995307201
