ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.056991660384688,0.1455052229548,0.160001975306032,0.154666490491312,0.143776496681008,0.14606074765715202,0.14251275166379201,0.160096941679552,0.160092707056432,0.1573858226032,0.14604438034988798,0.14604438034988798,0.156801395695408,0.15909633052,0.15146814292115202,0.158079424437808
