ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25
0.052541241860032006,0.11329387902520002,0.10767587321132799,0.0971189760832,0.10658152114820799,0.10658152114820799,0.12184448594372801,0.11994952349636799,0.1060208806912,0.11594744809719998,0.118727446601392,0.121089077374912,0.1235918663152,0.12346145814212801,0.117099582036928,0.117099582036928,0.11329387902520002,0.12346145814212801,0.1225587392368,0.12317275209932801,0.11021792893892801,0.123087560609968,0.12050601007148798,0.121866390544048,0.12309525447236801,0.11514432217451198
