ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.12290790213779199,0.017321146484272,0.049487536122928,0.014943725305792,0.0072861191151999995,0.017321146484272,0.017321146484272,0.007877527488448,0.0065116778744319995,0.005113099623472,0.008940305508352,0.00496782547,0.010023256831408,0.0046460066668
