ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28
0.051871783371712006,0.09153408082091201,0.109566408444352,0.108038693153968,0.115512854062768,0.11991848272000001,0.11991848272000001,0.11789981609516802,0.115468243306432,0.113963044259248,0.11192292126764798,0.11131573759403202,0.11131573759403202,0.11512553042867199,0.11987056563020798,0.11970018747563202,0.09248235074483199,0.077136668827072,0.077136668827072,0.117713646927808,0.119535877287088,0.114688786660288,0.11562252506987199,0.11990759188479999,0.11983680987999998,0.11983680987999998,0.09974346832196801,0.1176281732608,0.119535877287088
