l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
4.0,6.0,8.0,13.0,0.0,0.0,1.0,24.0
2.0,6.0,3.0,7.0,1.0,1.0,5.0,12.0
3.0,8.0,4.0,13.0,2.0,2.0,7.0,16.0
2.0,7.0,3.0,11.0,3.0,3.0,11.0,13.0
3.0,7.0,4.0,8.0,8.0,8.0,23.0,15.0
2.0,11.0,3.0,12.0,11.0,11.0,30.0,12.0
3.0,6.0,4.0,7.0,11.0,11.0,31.0,7.0
2.0,12.0,3.0,13.0,12.0,12.0,32.0,11.0
2.0,13.0,3.0,14.0,13.0,13.0,33.0,7.0
1.0,13.0,2.0,14.0,16.0,16.0,41.0,2.0
1.0,8.0,2.0,11.0,17.0,17.0,42.0,5.0
1.0,11.0,2.0,13.0,20.0,20.0,48.0,4.0
1.0,7.0,2.0,8.0,20.0,20.0,50.0,4.0
1.0,6.0,2.0,7.0,21.0,21.0,51.0,1.0
