l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,14.0,2.0,17.0,24.0,24.0
2.0,16.0,4.0,17.0,24.0,24.0
1.0,9.0,2.0,12.0,24.0,24.0
6.0,15.0,7.0,16.0,24.0,24.0
6.0,10.0,7.0,11.0,24.0,24.0
