ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.5,0.5714285714285714,0.5,1.0,0.75,1.0,0.8,1.0,0.8333333333333334,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0
