l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,21.0
2.0,5.0,8.0,6.0,3.0,3.0,9.0,9.0
1.0,4.0,2.0,12.0,4.0,4.0,10.0,5.0
2.0,4.0,6.0,5.0,4.0,4.0,11.0,9.0
2.0,4.0,6.0,5.0,4.0,4.0,12.0,0.0
2.0,1.0,6.0,4.0,5.0,5.0,13.0,0.0
1.0,1.0,2.0,4.0,5.0,5.0,14.0,0.0
6.0,1.0,7.0,5.0,5.0,5.0,15.0,3.0
7.0,2.0,8.0,5.0,5.0,5.0,16.0,1.0
2.0,4.0,3.0,5.0,6.0,6.0,20.0,2.0
2.0,3.0,6.0,4.0,8.0,8.0,22.0,4.0
1.0,8.0,2.0,12.0,9.0,9.0,24.0,3.0
7.0,4.0,8.0,5.0,10.0,10.0,26.0,6.0
1.0,3.0,2.0,4.0,10.0,10.0,27.0,2.0
7.0,3.0,8.0,4.0,11.0,11.0,28.0,4.0
2.0,5.0,3.0,6.0,12.0,12.0,29.0,4.0
6.0,4.0,7.0,5.0,13.0,13.0,30.0,4.0
2.0,3.0,3.0,4.0,13.0,13.0,31.0,1.0
1.0,5.0,2.0,8.0,15.0,15.0,32.0,2.0
3.0,5.0,5.0,6.0,15.0,15.0,33.0,4.0
5.0,5.0,8.0,6.0,16.0,16.0,34.0,3.0
6.0,3.0,7.0,4.0,16.0,16.0,35.0,3.0
1.0,4.0,2.0,5.0,17.0,17.0,37.0,1.0
5.0,3.0,6.0,4.0,21.0,21.0,45.0,1.0
3.0,3.0,5.0,4.0,22.0,22.0,46.0,0.0
