ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24
0.04920466192,0.102942474638272,0.10887880052320001,0.108627115902208,0.108627115902208,0.107228037660928,0.11903744481280001,0.11635997270315201,0.11592592027,0.118966299482032,0.107228037660928,0.1171498112908,0.11836243385267198,0.11903744481280001,0.118716593626672,0.11895380984723201,0.11879474275844801,0.118461105976768,0.114872213692672,0.1128216838768,0.113210061696448,0.11872147742252798,0.11906514662315201,0.117975070430512,0.11297047235819202
