ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
1.0,0.7142857142857143,0.6666666666666667,0.33333333333333337,0.08333333333333337,0.5,0.8333333333333334,0.5,0.5,0.5
