ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24
0.08407460758163199,0.07832127294635201,0.099861145271728,0.101170428773632,0.101170428773632,0.103850990149552,0.08737592188523201,0.1051867313152,0.099251767064752,0.10899733964920003,0.103415813083312,0.106390175059888,0.10179087363116801,0.103850990149552,0.10766905131947199,0.107603463657472,0.104324677586368,0.10655694290579201,0.110607459353008,0.11044703893120002,0.108287286764992,0.110121148241152,0.10622349513548798,0.108434536856512,0.10623655465028799
