ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22
0.1169986060492,0.004992546507712,0.008929624737328,0.0037417434892000005,0.0062914847607519996,0.003807373987888,0.012667322205232,0.013972084949248,0.022843076834751997,0.022843076834751997,0.004995050204608,0.0037405055511519998,0.0037457668833280004,0.0054337345450720005,0.003762481006528,0.009375129178288,0.007899345552832001,0.004924342051072,0.004128965723392,0.008818341816112,0.011253901711408,0.0037309120000000003,0.0038123288090079997
