ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22
0.049542736457392,0.1289038460272,0.131161558578352,0.131155937561392,0.126605758697008,0.131036792333488,0.12445366705043201,0.11827733858411202,0.10783806731627199,0.10783806731627199,0.131161558578352,0.13115818595780798,0.131148630368512,0.12811871591684798,0.131118278976448,0.12130825506308798,0.12381648014636801,0.12902564679884798,0.1304545518592,0.12224884835319999,0.121742647711792,0.13117561149875198,0.13102780181675203
