ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23
0.08318727618539198,0.034791369568432,0.026767069566207998,0.019241534675392,0.005785206244288001,0.007415796827392001,0.011582803062448,0.009757078075311999,0.025182695637808,0.010686624338608001,0.0193539591628,0.004375204479232,0.003792510851632,0.004573645807407999,0.005044196447152,0.012805788455872,0.007466940466432001,0.010980471982768001,0.012218583789232,0.006380145457072,0.004148843676928,0.0050570343232,0.007086451777792,0.009176817729472
