ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.11700562479308801,0.014656291730368,0.017119281245632,0.014657984682928,0.014657984682928,0.008488653581248,0.004899948595648,0.004374581981632,0.021464269024192,0.005575200461872,0.007354453656832001,0.021404551072192,0.005044509548799999,0.010968954892288,0.0057691352589280005,0.0061836001791999995,0.004911206460352
