l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,2.0,13.0,0.0,0.0,0.0,21.0
2.0,4.0,3.0,12.0,0.0,0.0,1.0,23.0
3.0,5.0,6.0,12.0,0.0,0.0,2.0,27.0
6.0,5.0,7.0,11.0,0.0,0.0,3.0,7.0
7.0,6.0,8.0,11.0,0.0,0.0,4.0,3.0
6.0,7.0,7.0,13.0,1.0,1.0,5.0,5.0
7.0,11.0,8.0,13.0,1.0,1.0,6.0,4.0
2.0,12.0,6.0,13.0,1.0,1.0,7.0,6.0
6.0,11.0,8.0,12.0,3.0,3.0,10.0,12.0
2.0,12.0,3.0,13.0,4.0,4.0,11.0,7.0
7.0,10.0,8.0,11.0,4.0,4.0,12.0,17.0
7.0,6.0,8.0,7.0,4.0,4.0,13.0,12.0
7.0,7.0,8.0,8.0,5.0,5.0,18.0,17.0
6.0,5.0,7.0,7.0,8.0,8.0,23.0,5.0
1.0,13.0,4.0,14.0,9.0,9.0,25.0,5.0
6.0,7.0,7.0,9.0,11.0,11.0,26.0,10.0
6.0,6.0,7.0,7.0,12.0,12.0,29.0,5.0
6.0,9.0,7.0,11.0,16.0,16.0,38.0,10.0
3.0,12.0,4.0,13.0,21.0,21.0,45.0,5.0
4.0,12.0,5.0,13.0,22.0,22.0,46.0,4.0
1.0,13.0,2.0,14.0,23.0,23.0,47.0,1.0
2.0,10.0,3.0,12.0,24.0,24.0,50.0,2.0
2.0,5.0,3.0,10.0,25.0,25.0,52.0,2.0
2.0,10.0,3.0,11.0,27.0,27.0,54.0,0.0
