l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
1.0,8.0,4.0,16.0,0.0
4.0,9.0,5.0,16.0,1.0
5.0,9.0,7.0,15.0,2.0
7.0,13.0,8.0,15.0,3.0
7.0,9.0,8.0,11.0,4.0
7.0,9.0,8.0,11.0,5.0
