l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,16.0
2.0,4.0,8.0,6.0,3.0,3.0,6.0,2.0
1.0,6.0,2.0,15.0,4.0,4.0,7.0,4.0
2.0,0.0,8.0,4.0,5.0,5.0,11.0,0.0
1.0,3.0,2.0,6.0,6.0,6.0,12.0,3.0
2.0,4.0,3.0,6.0,7.0,7.0,13.0,6.0
3.0,5.0,6.0,6.0,7.0,7.0,14.0,5.0
1.0,7.0,2.0,12.0,9.0,9.0,15.0,3.0
5.0,3.0,9.0,5.0,10.0,10.0,16.0,1.0
6.0,5.0,7.0,6.0,10.0,10.0,17.0,4.0
3.0,4.0,5.0,5.0,10.0,10.0,18.0,3.0
2.0,3.0,5.0,4.0,11.0,11.0,20.0,1.0
1.0,5.0,2.0,7.0,13.0,13.0,21.0,0.0
5.0,4.0,7.0,5.0,14.0,14.0,22.0,1.0
1.0,6.0,2.0,7.0,16.0,16.0,28.0,0.0
-0.0,2.0,1.0,9.0,16.0,16.0,29.0,0.0
2.0,2.0,6.0,3.0,16.0,16.0,30.0,0.0
1.0,2.0,2.0,3.0,16.0,16.0,31.0,0.0
