l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,3.0,13.0,0.0,0.0,0.0,2.0
3.0,5.0,7.0,12.0,0.0,0.0,1.0,26.0
7.0,9.0,8.0,11.0,0.0,0.0,3.0,20.0
7.0,11.0,8.0,13.0,1.0,1.0,4.0,18.0
3.0,12.0,7.0,13.0,1.0,1.0,5.0,22.0
7.0,7.0,8.0,9.0,1.0,1.0,6.0,2.0
1.0,8.0,3.0,15.0,3.0,3.0,9.0,13.0
3.0,13.0,8.0,15.0,3.0,3.0,10.0,1.0
7.0,8.0,8.0,10.0,4.0,4.0,11.0,0.0
1.0,7.0,3.0,8.0,4.0,4.0,12.0,18.0
2.0,6.0,3.0,13.0,5.0,5.0,13.0,2.0
7.0,8.0,8.0,9.0,5.0,5.0,14.0,15.0
3.0,13.0,5.0,15.0,6.0,6.0,15.0,6.0
5.0,13.0,7.0,14.0,6.0,6.0,16.0,9.0
5.0,13.0,7.0,14.0,6.0,6.0,17.0,0.0
5.0,13.0,6.0,14.0,10.0,10.0,28.0,0.0
7.0,13.0,8.0,14.0,11.0,11.0,29.0,5.0
3.0,13.0,4.0,14.0,13.0,13.0,30.0,5.0
2.0,8.0,3.0,12.0,20.0,20.0,32.0,6.0
1.0,8.0,2.0,14.0,21.0,21.0,34.0,5.0
2.0,12.0,3.0,14.0,21.0,21.0,35.0,5.0
7.0,11.0,8.0,12.0,22.0,22.0,36.0,1.0
1.0,14.0,3.0,15.0,23.0,23.0,39.0,2.0
4.0,13.0,5.0,14.0,23.0,23.0,40.0,2.0
3.0,14.0,6.0,15.0,25.0,25.0,41.0,0.0
7.0,12.0,8.0,13.0,25.0,25.0,43.0,1.0
