l_l_m,l_l_n,u_r_m,u_r_n,n,u
7.0,14.0,8.0,20.0,2.0,2.0
2.0,15.0,7.0,20.0,2.0,2.0
2.0,0.0,8.0,1.0,2.0,2.0
