ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.625,0.4285714285714286,0.16666666666666663,0.5714285714285714,0.6666666666666667,1.0,1.0,1.0,1.0,0.75,1.0,0.19999999999999996,1.0
