ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.055569733498671996,0.126546372305152,0.11346264598955201,0.09548508662699198,0.118745354765248,0.1269900665548,0.1269900665548,0.117859218171568,0.12192170581196801,0.12192170581196801,0.11789223744716801,0.1241343780748,0.12383630591891201,0.12223075705676802,0.127906405678528,0.127609604696752,0.11352782593988801,0.12363919942451199,0.12710510608940798,0.127578435353008,0.127149019826992
