l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
7.0,2.0,9.0,4.0,0.0
5.0,10.0,7.0,11.0,1.0
7.0,10.0,9.0,12.0,2.0
3.0,4.0,7.0,10.0,3.0
7.0,4.0,10.0,10.0,4.0
6.0,3.0,7.0,4.0,5.0
