ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.0512799727948,0.107190309836032,0.078766244417968,0.078766244417968,0.109945641822208,0.107190309836032,0.118623814802368,0.112169729148352,0.118623814802368,0.11473704713420801,0.09349334718611199,0.111132158275888,0.11778831878963199
