l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,6.0,7.0,0.0,0.0,0.0,10.0
1.0,7.0,7.0,13.0,0.0,0.0,1.0,18.0
7.0,7.0,8.0,13.0,0.0,0.0,2.0,14.0
7.0,7.0,8.0,13.0,1.0,1.0,3.0,0.0
1.0,6.0,7.0,7.0,1.0,1.0,4.0,0.0
7.0,8.0,8.0,14.0,2.0,2.0,5.0,1.0
2.0,5.0,6.0,6.0,3.0,3.0,9.0,2.0
6.0,5.0,8.0,7.0,3.0,3.0,10.0,3.0
6.0,5.0,8.0,7.0,3.0,3.0,11.0,0.0
7.0,3.0,8.0,5.0,4.0,4.0,16.0,1.0
6.0,6.0,8.0,7.0,5.0,5.0,23.0,7.0
1.0,5.0,2.0,7.0,6.0,6.0,24.0,5.0
2.0,5.0,3.0,6.0,6.0,6.0,25.0,3.0
2.0,5.0,3.0,6.0,6.0,6.0,26.0,0.0
1.0,5.0,2.0,15.0,10.0,10.0,32.0,0.0
2.0,6.0,3.0,7.0,10.0,10.0,36.0,0.0
1.0,3.0,4.0,4.0,11.0,11.0,37.0,0.0
2.0,4.0,7.0,5.0,11.0,11.0,38.0,0.0
1.0,6.0,2.0,7.0,13.0,13.0,39.0,0.0
