l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
3.0,6.0,4.0,13.0,0.0,0.0,0.0,4.0
4.0,6.0,8.0,13.0,0.0,0.0,1.0,20.0
2.0,7.0,3.0,13.0,0.0,0.0,3.0,7.0
1.0,6.0,2.0,13.0,1.0,1.0,4.0,10.0
2.0,6.0,3.0,7.0,1.0,1.0,5.0,10.0
2.0,6.0,3.0,7.0,1.0,1.0,6.0,0.0
3.0,8.0,4.0,13.0,2.0,2.0,7.0,12.0
1.0,13.0,5.0,15.0,2.0,2.0,9.0,2.0
2.0,7.0,3.0,11.0,3.0,3.0,11.0,9.0
2.0,6.0,4.0,13.0,5.0,5.0,20.0,0.0
3.0,7.0,4.0,8.0,8.0,8.0,23.0,11.0
2.0,13.0,5.0,14.0,9.0,9.0,24.0,3.0
1.0,13.0,2.0,15.0,10.0,10.0,26.0,3.0
2.0,11.0,3.0,12.0,11.0,11.0,30.0,8.0
3.0,6.0,4.0,7.0,11.0,11.0,31.0,5.0
2.0,12.0,3.0,13.0,12.0,12.0,32.0,7.0
2.0,13.0,3.0,14.0,13.0,13.0,33.0,3.0
2.0,10.0,3.0,11.0,15.0,15.0,39.0,0.0
3.0,13.0,4.0,14.0,16.0,16.0,40.0,2.0
1.0,13.0,2.0,14.0,16.0,16.0,41.0,0.0
1.0,8.0,2.0,11.0,17.0,17.0,42.0,1.0
4.0,13.0,5.0,14.0,18.0,18.0,43.0,1.0
3.0,8.0,4.0,9.0,19.0,19.0,47.0,0.0
1.0,11.0,2.0,13.0,20.0,20.0,48.0,0.0
1.0,7.0,2.0,8.0,20.0,20.0,50.0,0.0
