l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,27.0
7.0,6.0,8.0,12.0,0.0,0.0,1.0,4.0
1.0,12.0,4.0,14.0,1.0,1.0,2.0,1.0
4.0,12.0,8.0,13.0,1.0,1.0,3.0,17.0
4.0,12.0,8.0,13.0,1.0,1.0,4.0,0.0
7.0,8.0,8.0,12.0,2.0,2.0,6.0,18.0
2.0,12.0,4.0,13.0,3.0,3.0,7.0,19.0
4.0,12.0,5.0,13.0,4.0,4.0,8.0,4.0
1.0,12.0,2.0,13.0,4.0,4.0,9.0,11.0
1.0,13.0,4.0,15.0,6.0,6.0,10.0,5.0
1.0,13.0,4.0,14.0,7.0,7.0,12.0,8.0
7.0,7.0,8.0,8.0,7.0,7.0,13.0,14.0
7.0,8.0,8.0,11.0,10.0,10.0,14.0,0.0
5.0,12.0,7.0,13.0,24.0,24.0,34.0,3.0
7.0,12.0,8.0,13.0,25.0,25.0,36.0,2.0
7.0,11.0,8.0,12.0,27.0,27.0,41.0,0.0
