l_l_m,l_l_n,u_r_m,u_r_n,n,u
9.0,11.0,10.0,20.0,16.0,16.0
7.0,14.0,8.0,18.0,16.0,16.0
8.0,15.0,9.0,20.0,16.0,16.0
7.0,0.0,8.0,4.0,16.0,16.0
9.0,0.0,10.0,9.0,16.0,16.0
8.0,0.0,9.0,5.0,16.0,16.0
6.0,5.0,7.0,6.0,16.0,16.0
