ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29
0.12166820426680001,0.122890325843392,0.086629851806128,0.119235208913152,0.12567226404011198,0.11023591323947199,0.126286187906608,0.119544036529408,0.129802111942912,0.125837830333888,0.13198090075,0.129227434703152,0.124304188311088,0.1211786993392,0.1250450323468,0.12166820426680001,0.122890325843392,0.122890325843392,0.13190203825720004,0.126749548017088,0.126749548017088,0.129559707506608,0.12784847401772798,0.131551868220208,0.130640296226992,0.12844773779012802,0.128963065126912,0.131619961926592,0.12969740470379199,0.130647593254912
