l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,4.0,2.0,7.0,4.0,4.0
2.0,4.0,4.0,5.0,4.0,4.0
2.0,4.0,4.0,5.0,4.0,4.0
1.0,10.0,2.0,12.0,4.0,4.0
2.0,12.0,3.0,13.0,4.0,4.0
