ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.10718716605279999,0.012710681169712,0.012911991002368,0.010772340701632,0.015407022417712,0.034152011081152,0.0071352209978080006,0.015746928989631998,0.0046834529452,0.008180449158831999,0.027301494962608
