ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.031131470216752,0.058504971625647995,0.015461513261872001,0.023733208336048,0.013074469355968,0.004587054007552,0.013108930276911998,0.007148293309888001,0.006254457321472,0.01401689203,0.010031420900607999,0.005509475643328,0.0056560717127679995,0.005307506287792,0.004496034383872,0.004496034383872,0.005883256378672,0.0050125776311680005,0.005207752994992,0.0077803573228,0.00468657403,0.004974396358912
