ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30,ct_31,ct_32,ct_33
0.074417015893552,0.011623810616368,0.03029904187,0.011637703283632,0.010725041636800001,0.009693554348032,0.009693554348032,0.038074937440192004,0.0185364571372,0.007065420319168,0.010358099031472001,0.027859607306799997,0.009693554348032,0.009693554348032,0.0047365231372,0.0161191824172,0.006942175227951999,0.011704872660928,0.006307312059952001,0.005333870801968,0.0038457796369120003,0.0038457796369120003,0.00770665075,0.004115922739648,0.005133778730800001,0.007236968273151999,0.015774923419648,0.004156609463728,0.003790653099568,0.0037525760368,0.0052372307212,0.006136491535792,0.005236289824768,0.005178909846832
