ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30,ct_31,ct_32,ct_33
0.073508385282352,0.10762077748868801,0.091673906964928,0.10334541318596799,0.100562524603648,0.102184575128512,0.102184575128512,0.091884023141632,0.10137556123,0.10641996725171202,0.101137024234672,0.0883305142828,0.102184575128512,0.102184575128512,0.110302569650608,0.09933604570931201,0.11014282883319998,0.0990419388928,0.11203513196228801,0.10929466996331198,0.11182137982763199,0.11182137982763199,0.105372659194288,0.11135872919680001,0.11191388226999999,0.111289202397232,0.098226988536112,0.111289202397232,0.111916009070512,0.11198141493452798,0.10945715786180801,0.10795359559595198,0.1094587409392,0.109555323364528
